Frequency,Monetary,Recency,CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster
1,208.65,127,17514,2,2,1,221,About to Sleep,5
4,639.02,30,17515,4,4,3,443,Loyal Customers,0
5,768.08,14,17516,4,4,3,443,Loyal Customers,0
1,153.94,308,17517,1,2,1,121,About to Sleep,1
6,1844.02,16,17519,4,5,4,454,Champions,0
1,546.81,53,17520,3,2,3,323,Promising,0
3,723.21,29,17521,4,4,3,443,Loyal Customers,0
5,1070.71,1,17522,5,4,4,544,Champions,0
4,652.74,10,17523,5,4,3,543,Loyal Customers,0
1,145.0,360,17524,1,2,1,121,About to Sleep,1
1,422.7,359,17525,1,2,2,122,About to Sleep,1
4,1195.9,4,17526,5,4,4,544,Champions,0
4,939.37,53,17527,3,4,3,343,Loyal Customers,0
8,3628.5,0,17528,5,5,5,555,Champions,7
10,2385.0,0,17530,5,5,5,555,Champions,7
1,296.7,189,17531,1,2,2,122,About to Sleep,5
1,223.36,53,17534,3,2,1,321,Lost,0
1,164.4,279,17535,1,2,1,121,About to Sleep,1
1,76.5,176,17536,2,2,1,221,About to Sleep,5
2,897.62,29,17537,4,3,3,433,Loyal Customers,0
1,98.42,25,17538,4,2,1,421,Potential Loyalists,0
2,578.9,24,17540,4,3,3,433,Loyal Customers,0
1,170.75,269,17542,1,2,1,121,About to Sleep,1
3,645.96,42,17545,3,4,3,343,Loyal Customers,0
1,103.3,233,17548,1,2,1,121,About to Sleep,1
2,148.86,23,17549,4,3,1,431,Loyal Customers,0
3,267.16,196,17550,1,4,2,142,At Risk,5
1,306.84,358,17551,1,2,2,122,About to Sleep,1
4,930.41,59,17552,3,4,3,343,Loyal Customers,0
1,1487.6,129,17553,2,2,4,224,About to Sleep,5
5,1952.45,0,17554,5,4,4,544,Champions,0
2,483.26,19,17555,4,3,2,432,Loyal Customers,0
1,157.9,205,17556,1,2,1,121,About to Sleep,5
3,541.46,13,17557,4,4,3,443,Loyal Customers,0
4,854.95,94,17560,2,4,3,243,At Risk,0
1,167.62,18,17561,4,2,1,421,Potential Loyalists,0
7,1122.38,13,17562,4,5,4,454,Champions,7
3,454.01,23,17564,4,4,2,442,Loyal Customers,0
2,901.21,7,17566,5,3,3,533,Loyal Customers,0
8,4331.48,6,17567,5,5,5,555,Champions,7
1,344.14,331,17569,1,2,2,122,About to Sleep,1
4,1498.51,49,17571,3,4,4,344,Loyal Customers,0
4,226.75,70,17572,3,4,1,341,Loyal Customers,0
3,380.6,28,17573,4,4,2,442,Loyal Customers,0
1,185.65,242,17574,1,2,1,121,About to Sleep,1
19,3622.68,7,17576,5,5,5,555,Champions,7
1,143.46,217,17578,1,2,1,121,About to Sleep,5
3,448.9,4,17579,5,4,2,542,Loyal Customers,0
3,215.72,252,17580,1,4,1,141,At Risk,1
25,11045.04,0,17581,5,5,5,555,Champions,4
1,175.27,235,17582,1,2,1,121,About to Sleep,1
2,1242.3,6,17584,5,3,4,534,Loyal Customers,0
4,1133.07,108,17585,2,4,4,244,At Risk,5
3,1240.2,99,17588,2,4,4,244,At Risk,5
4,2404.17,59,17589,3,4,5,345,Loyal Customers,0
3,1479.22,1,17590,5,4,4,544,Champions,0
7,2225.97,72,17591,2,5,5,255,At Risk,0
5,3927.34,3,17593,5,4,5,545,Champions,0
2,993.18,84,17594,2,3,4,234,At Risk,0
2,388.79,11,17595,5,3,2,532,Loyal Customers,0
7,2827.93,22,17596,4,5,5,455,Champions,7
1,2044.37,213,17597,1,2,4,124,About to Sleep,5
1,161.67,17,17600,4,2,1,421,Potential Loyalists,0
1,116.01,238,17601,1,2,1,121,About to Sleep,1
6,5102.97,1,17602,5,5,5,555,Champions,7
1,394.72,77,17603,2,2,2,222,About to Sleep,0
2,309.36,216,17604,1,3,2,132,At Risk,5
2,193.42,32,17608,3,3,1,331,Loyal Customers,0
5,1112.22,40,17609,3,4,4,344,Loyal Customers,0
15,3984.22,6,17611,5,5,5,555,Champions,7
6,2048.45,52,17612,3,5,4,354,Loyal Customers,0
14,4559.15,22,17613,4,5,5,455,Champions,7
1,390.07,56,17614,3,2,2,322,Lost,0
3,329.6,129,17615,2,4,2,242,At Risk,5
3,571.2,173,17616,2,4,3,243,At Risk,5
3,971.58,5,17618,5,4,4,544,Champions,0
1,218.52,311,17619,1,2,1,121,About to Sleep,1
1,81.44,59,17620,3,2,1,321,Lost,0
3,1379.9,20,17621,4,4,4,444,Champions,0
1,527.05,32,17623,3,2,3,323,Promising,0
2,843.48,14,17624,4,3,3,433,Loyal Customers,0
4,2047.0,17,17625,4,4,4,444,Champions,0
1,75.75,80,17628,2,2,1,221,About to Sleep,0
8,1814.12,5,17629,5,5,4,554,Champions,7
2,503.6,169,17630,2,3,3,233,At Risk,5
3,528.33,1,17631,5,4,3,543,Loyal Customers,0
4,1324.84,30,17633,4,4,4,444,Champions,0
9,2361.97,35,17634,3,5,5,355,Loyal Customers,7
1,285.56,18,17636,4,2,2,422,Potential Loyalists,0
2,547.06,30,17637,4,3,3,433,Loyal Customers,0
1,108.5,275,17639,1,2,1,121,About to Sleep,1
1,621.66,86,17640,2,2,3,223,About to Sleep,0
2,712.29,119,17642,2,3,3,233,At Risk,5
1,101.55,372,17643,1,2,1,121,About to Sleep,1
11,2895.64,0,17644,5,5,5,555,Champions,7
3,1008.39,218,17646,1,4,4,144,At Risk,5
1,133.06,64,17647,3,2,1,321,Lost,0
4,1797.5,60,17648,3,4,4,344,Loyal Customers,0
1,868.49,137,17649,2,2,3,223,About to Sleep,5
1,166.08,20,17650,4,2,1,421,Potential Loyalists,0
10,3945.0,11,17651,5,5,5,555,Champions,7
12,4867.72,24,17652,4,5,5,455,Champions,7
4,1207.56,36,17653,3,4,4,344,Loyal Customers,0
1,117.55,276,17654,1,2,1,121,About to Sleep,1
7,2638.94,10,17655,5,5,5,555,Champions,7
5,1674.69,72,17656,2,4,4,244,At Risk,0
2,595.42,25,17658,4,3,3,433,Loyal Customers,0
12,2999.46,16,17659,4,5,5,455,Champions,7
1,196.0,140,17660,2,2,1,221,About to Sleep,5
7,1802.91,25,17663,4,5,4,454,Champions,7
2,604.64,18,17664,4,3,3,433,Loyal Customers,0
2,728.16,3,17666,5,3,3,533,Loyal Customers,0
5,2055.51,65,17667,3,4,4,344,Loyal Customers,0
2,347.75,0,17668,5,3,2,532,Loyal Customers,0
7,3406.72,42,17669,3,5,5,355,Loyal Customers,7
1,205.7,227,17670,1,2,1,121,About to Sleep,1
4,1572.71,15,17671,4,4,4,444,Champions,0
2,3178.17,49,17672,3,3,5,335,Loyal Customers,0
6,1629.12,1,17673,5,5,4,554,Champions,0
2,551.04,73,17674,2,3,3,233,At Risk,0
31,20374.28,0,17675,5,5,5,555,Champions,4
6,1387.68,3,17676,5,5,4,554,Champions,0
30,16363.23,1,17677,5,5,5,555,Champions,4
1,298.11,263,17678,1,2,2,122,About to Sleep,1
2,1992.11,52,17679,3,3,4,334,Loyal Customers,0
1,184.4,23,17680,4,2,1,421,Potential Loyalists,0
6,2474.33,9,17682,5,5,5,555,Champions,7
1,239.41,43,17684,3,2,1,321,Lost,0
7,3191.53,16,17685,4,5,5,455,Champions,7
7,5739.46,6,17686,5,5,5,555,Champions,7
15,4757.95,29,17690,4,5,5,455,Champions,7
2,290.4,357,17691,1,3,2,132,At Risk,1
4,740.94,126,17692,2,4,3,243,At Risk,5
1,200.47,136,17693,2,2,1,221,About to Sleep,5
1,283.12,141,17694,2,2,2,222,About to Sleep,5
2,765.34,131,17695,2,3,3,233,At Risk,5
8,2285.71,37,17696,3,5,5,355,Loyal Customers,7
1,338.95,235,17697,1,2,2,122,About to Sleep,1
1,154.95,260,17698,1,2,1,121,About to Sleep,1
4,2534.64,16,17700,4,4,5,445,Champions,0
1,417.95,252,17701,1,2,2,122,About to Sleep,1
4,1824.37,29,17702,4,4,4,444,Champions,0
3,798.74,34,17703,3,4,3,343,Loyal Customers,0
2,885.19,168,17704,2,3,3,233,At Risk,5
9,1823.52,2,17705,5,5,4,554,Champions,7
17,10504.49,3,17706,5,5,5,555,Champions,7
2,152.4,184,17707,1,3,1,131,At Risk,5
2,267.08,187,17708,1,3,2,132,At Risk,5
1,137.45,169,17709,2,2,1,221,About to Sleep,5
2,385.1,10,17711,5,3,2,532,Loyal Customers,0
1,522.91,44,17712,3,2,3,323,Promising,0
1,153.0,320,17714,1,2,1,121,About to Sleep,1
1,326.4,200,17715,1,2,2,122,About to Sleep,5
11,5655.99,22,17716,4,5,5,455,Champions,7
1,139.35,231,17718,1,2,1,121,About to Sleep,1
15,5396.04,37,17719,3,5,5,355,Loyal Customers,7
4,1195.94,25,17720,4,4,4,444,Champions,0
4,2424.04,95,17722,2,4,5,245,At Risk,0
6,3276.4,126,17723,2,5,5,255,At Risk,5
3,1033.0,70,17724,3,4,4,344,Loyal Customers,0
11,3439.08,15,17725,4,5,5,455,Champions,7
1,1060.25,14,17727,4,2,4,424,Potential Loyalists,0
3,2876.01,3,17728,5,4,5,545,Champions,0
13,5298.48,2,17730,5,5,5,555,Champions,7
4,1240.11,78,17731,2,4,4,244,At Risk,0
1,303.97,372,17732,1,2,2,122,About to Sleep,1
2,692.19,38,17733,3,3,3,333,Loyal Customers,0
3,700.63,53,17734,3,4,3,343,Loyal Customers,0
19,13110.02,1,17735,5,5,5,555,Champions,4
3,377.44,8,17736,5,4,2,542,Loyal Customers,0
2,168.24,8,17737,5,3,1,531,Loyal Customers,0
4,1879.05,18,17738,4,4,4,444,Champions,0
7,2791.35,11,17739,5,5,5,555,Champions,7
2,355.11,112,17742,2,3,2,232,At Risk,5
6,2322.4,3,17744,5,5,5,555,Champions,7
1,110.25,239,17746,1,2,1,121,About to Sleep,1
1,71.4,112,17747,2,2,1,221,About to Sleep,5
2,674.52,177,17749,2,3,3,233,At Risk,5
9,1797.57,4,17750,5,5,4,554,Champions,7
1,80.64,358,17752,1,2,1,121,About to Sleep,1
5,1772.26,0,17754,5,4,4,544,Champions,0
30,5605.29,0,17757,5,5,5,555,Champions,4
8,3456.7,18,17758,4,5,5,455,Champions,7
3,834.99,16,17759,4,4,3,443,Loyal Customers,0
2,287.59,21,17760,4,3,2,432,Loyal Customers,0
1,712.78,32,17761,3,2,3,323,Promising,0
1,15.0,262,17763,1,2,1,121,About to Sleep,1
2,818.82,50,17764,3,3,3,333,Loyal Customers,0
3,371.88,158,17765,2,4,2,242,At Risk,5
1,271.2,14,17767,4,2,2,422,Potential Loyalists,0
3,2273.18,7,17768,5,4,5,545,Champions,0
10,3997.98,12,17769,5,5,5,555,Champions,7
5,1143.27,198,17770,1,4,4,144,At Risk,5
2,245.81,56,17771,3,3,1,331,Loyal Customers,0
2,182.77,10,17772,5,3,1,531,Loyal Customers,0
4,1225.41,96,17774,2,4,4,244,At Risk,0
1,56.4,254,17775,1,2,1,121,About to Sleep,1
3,665.86,24,17777,4,4,3,443,Loyal Customers,0
3,658.57,20,17779,4,4,3,443,Loyal Customers,0
2,188.02,158,17781,2,3,1,231,At Risk,5
2,283.47,71,17783,2,3,2,232,At Risk,0
1,131.94,52,17785,3,2,1,321,Lost,0
2,278.74,84,17786,2,3,2,232,At Risk,0
4,1865.19,152,17787,2,4,4,244,At Risk,5
2,1117.9,73,17788,2,3,4,234,At Risk,0
1,225.9,280,17789,1,2,1,121,About to Sleep,1
14,1965.55,26,17790,4,5,4,454,Champions,7
1,106.1,29,17791,4,2,1,421,Potential Loyalists,0
1,323.04,24,17793,4,2,2,422,Potential Loyalists,0
2,350.39,179,17795,1,3,2,132,At Risk,5
4,697.9,39,17796,3,4,3,343,Loyal Customers,0
3,780.43,21,17797,4,4,3,443,Loyal Customers,0
10,3055.93,21,17799,4,5,5,455,Champions,7
9,1199.01,36,17800,3,5,4,354,Loyal Customers,7
3,1285.04,81,17802,2,4,4,244,At Risk,0
1,512.31,73,17805,2,2,3,223,About to Sleep,0
1,546.04,10,17806,5,2,3,523,Potential Loyalists,0
12,5411.91,15,17809,4,5,5,455,Champions,7
39,7837.73,3,17811,5,5,5,555,Champions,4
4,732.16,12,17812,5,4,3,543,Loyal Customers,0
5,1770.88,13,17813,4,4,4,444,Champions,0
4,36.56,36,17816,3,4,1,341,Loyal Customers,0
3,387.68,3,17817,5,4,2,542,Loyal Customers,0
7,3704.87,71,17819,2,5,5,255,At Risk,7
1,298.4,50,17824,3,2,2,322,Lost,0
5,1995.46,4,17827,5,4,4,544,Champions,0
4,1820.09,22,17828,4,4,4,444,Champions,0
1,889.24,298,17829,1,2,3,123,About to Sleep,1
3,398.7,1,17830,5,4,2,542,Loyal Customers,0
1,35.4,32,17831,3,2,1,321,Lost,0
1,155.37,49,17832,3,2,1,321,Lost,0
3,350.64,2,17835,5,4,2,542,Loyal Customers,0
1,110.21,46,17836,3,2,1,321,Lost,0
8,1593.38,41,17837,3,5,4,354,Loyal Customers,7
5,2779.3,26,17838,4,4,5,445,Champions,0
1,338.8,41,17839,3,2,2,322,Lost,0
124,40991.57,1,17841,5,5,5,555,Champions,2
1,205.48,302,17843,1,2,1,121,About to Sleep,1
1,51.56,106,17844,2,2,1,221,About to Sleep,5
1,2033.1,84,17846,2,2,4,224,About to Sleep,0
9,901.2,80,17848,2,5,3,253,At Risk,7
4,605.8,217,17849,1,4,3,143,At Risk,5
34,5391.21,371,17850,1,5,5,155,At Risk,4
2,114.34,11,17852,5,3,1,531,Loyal Customers,0
2,311.26,184,17854,1,3,2,132,At Risk,5
1,208.97,372,17855,1,2,1,121,About to Sleep,1
4,1418.03,1,17856,5,4,4,544,Champions,0
23,26879.04,3,17857,5,5,5,555,Champions,4
12,5155.66,5,17858,5,5,5,555,Champions,7
1,148.21,304,17859,1,2,1,121,About to Sleep,1
1,252.8,368,17860,1,2,2,122,About to Sleep,1
8,2100.8,2,17861,5,5,5,555,Champions,7
1,330.9,323,17862,1,2,2,122,About to Sleep,1
6,3160.0,58,17863,3,5,5,355,Loyal Customers,0
3,597.5,12,17864,5,4,3,543,Loyal Customers,0
20,10526.32,30,17865,4,5,5,455,Champions,4
1,329.65,142,17866,2,2,2,222,About to Sleep,5
6,1197.1,29,17867,4,5,4,454,Champions,0
5,428.18,106,17869,2,4,2,242,At Risk,5
12,1894.35,1,17870,5,5,4,554,Champions,7
1,155.9,204,17871,1,2,1,121,About to Sleep,5
5,1859.16,79,17873,2,4,4,244,At Risk,0
6,683.46,184,17874,1,5,3,153,At Risk,5
1,237.61,169,17877,2,2,1,221,About to Sleep,5
1,379.45,43,17878,3,2,2,322,Lost,0
1,178.52,173,17879,2,2,1,221,About to Sleep,5
1,458.92,364,17880,1,2,2,122,About to Sleep,1
1,133.35,303,17881,1,2,1,121,About to Sleep,1
4,671.77,2,17883,5,4,3,543,Loyal Customers,0
4,717.45,3,17884,5,4,3,543,Loyal Customers,0
1,190.19,11,17885,5,2,1,521,Potential Loyalists,0
3,899.61,31,17886,4,4,3,443,Loyal Customers,0
1,111.35,128,17887,2,2,1,221,About to Sleep,5
8,726.05,20,17888,4,5,3,453,Loyal Customers,7
2,203.87,211,17889,1,3,1,131,At Risk,5
2,602.09,322,17890,1,3,3,133,At Risk,1
1,203.86,161,17891,2,2,1,221,About to Sleep,5
3,244.1,55,17892,3,4,1,341,Loyal Customers,0
1,112.25,224,17893,1,2,1,121,About to Sleep,5
8,1119.81,71,17894,2,5,4,254,At Risk,7
1,98.0,43,17895,3,2,1,321,Lost,0
1,256.32,22,17896,4,2,2,422,Potential Loyalists,0
3,566.6,172,17897,2,4,3,243,At Risk,5
2,152.06,84,17898,2,3,1,231,At Risk,0
1,155.8,158,17899,2,2,1,221,About to Sleep,5
2,112.2,189,17900,1,3,1,131,At Risk,5
1,110.38,28,17901,4,2,1,421,Potential Loyalists,0
1,191.67,20,17904,4,2,1,421,Potential Loyalists,0
4,800.24,70,17905,3,4,3,343,Loyal Customers,0
1,72.9,246,17906,1,2,1,121,About to Sleep,1
1,243.28,373,17908,1,2,1,121,About to Sleep,1
1,366.23,8,17911,5,2,2,522,Potential Loyalists,0
5,311.01,309,17912,1,4,2,142,At Risk,1
2,411.6,58,17913,3,3,2,332,Loyal Customers,0
1,336.43,3,17914,5,2,2,522,Potential Loyalists,0
3,341.28,44,17917,3,4,2,342,Loyal Customers,0
1,1304.04,87,17919,2,2,4,224,About to Sleep,0
17,4204.1,3,17920,5,5,5,555,Champions,7
4,826.52,63,17921,3,4,3,343,Loyal Customers,0
1,207.5,281,17923,1,2,1,121,About to Sleep,1
7,2962.5,11,17924,5,5,5,555,Champions,7
1,244.08,372,17925,1,2,1,121,About to Sleep,1
2,397.29,132,17926,2,3,2,232,At Risk,5
2,212.54,44,17928,3,3,1,331,Loyal Customers,0
4,843.0,10,17929,5,4,3,543,Loyal Customers,0
5,1740.48,35,17930,3,4,4,344,Loyal Customers,0
2,408.36,133,17931,2,3,2,232,At Risk,5
3,1331.57,28,17932,4,4,4,444,Champions,0
2,704.25,51,17934,3,3,3,333,Loyal Customers,0
2,145.79,137,17935,2,3,1,231,At Risk,5
1,389.84,4,17936,5,2,2,522,Potential Loyalists,0
7,4301.22,8,17937,5,5,5,555,Champions,7
1,99.14,159,17939,2,2,1,221,About to Sleep,5
10,4106.44,48,17940,3,5,5,355,Loyal Customers,7
1,304.56,130,17941,2,2,2,222,About to Sleep,5
1,77.5,7,17942,5,2,1,521,Potential Loyalists,0
2,149.58,232,17946,1,3,1,131,At Risk,1
1,176.68,36,17947,3,2,1,321,Lost,0
1,358.56,146,17948,2,2,2,222,About to Sleep,5
45,58510.48,0,17949,5,5,5,555,Champions,3
3,482.2,71,17950,2,4,2,242,At Risk,0
3,1008.54,39,17951,3,4,4,344,Loyal Customers,0
12,2332.72,4,17954,5,5,5,555,Champions,7
4,557.3,198,17955,1,4,3,143,At Risk,5
1,12.75,248,17956,1,2,1,121,About to Sleep,1
1,111.68,65,17957,3,2,1,321,Lost,0
1,508.46,116,17958,2,2,3,223,About to Sleep,5
1,73.78,170,17960,2,2,1,221,About to Sleep,5
39,1296.44,20,17961,4,5,4,454,Champions,4
1,102.83,141,17962,2,2,1,221,About to Sleep,5
2,471.7,31,17964,4,3,2,432,Loyal Customers,0
14,2622.57,37,17965,3,5,5,355,Loyal Customers,7
5,1098.43,37,17966,3,4,4,344,Loyal Customers,0
1,123.07,371,17967,1,2,1,121,About to Sleep,1
1,277.35,373,17968,1,2,2,122,About to Sleep,1
2,228.2,165,17969,2,3,1,231,At Risk,5
1,582.59,210,17970,1,2,3,123,About to Sleep,5
1,136.04,241,17972,1,2,1,121,About to Sleep,1
1,337.04,51,17973,3,2,2,322,Lost,0
3,740.79,24,17974,4,4,3,443,Loyal Customers,0
13,4488.81,14,17975,4,5,5,455,Champions,7
1,353.19,371,17976,1,2,2,122,About to Sleep,1
1,288.14,28,17977,4,2,2,422,Potential Loyalists,0
1,300.92,364,17978,1,2,2,122,About to Sleep,1
4,757.71,35,17979,3,4,3,343,Loyal Customers,0
3,811.45,165,17980,2,4,3,243,At Risk,5
1,152.68,144,17984,2,2,1,221,About to Sleep,5
1,634.95,21,17985,4,2,3,423,Potential Loyalists,0
1,20.8,55,17986,3,2,1,321,Lost,0
1,198.57,184,17987,1,2,1,121,About to Sleep,5
7,201.12,11,17988,5,5,1,551,Loyal Customers,7
3,630.84,236,17990,1,4,3,143,At Risk,1
2,93.35,224,17991,1,3,1,131,At Risk,5
4,678.49,121,17994,2,4,3,243,At Risk,5
1,76.1,281,17995,1,2,1,121,About to Sleep,1
8,1970.67,73,17997,2,5,4,254,At Risk,7
2,382.06,36,17999,3,3,2,332,Loyal Customers,0
2,417.23,11,18001,5,3,2,532,Loyal Customers,0
1,169.47,361,18004,1,2,1,121,About to Sleep,1
2,249.72,3,18005,5,3,1,531,Loyal Customers,0
1,444.68,22,18006,4,2,2,422,Potential Loyalists,0
9,2116.19,69,18008,3,5,5,355,Loyal Customers,7
1,257.34,234,18009,1,2,2,122,About to Sleep,1
1,174.8,256,18010,1,2,1,121,About to Sleep,1
1,102.79,372,18011,1,2,1,121,About to Sleep,1
2,187.29,154,18013,2,3,1,231,At Risk,5
1,166.42,27,18014,4,2,1,421,Potential Loyalists,0
1,120.03,3,18015,5,2,1,521,Potential Loyalists,0
5,1483.56,31,18016,4,4,4,444,Champions,0
3,523.0,80,18017,2,4,3,243,At Risk,0
2,122.14,107,18018,2,3,1,231,At Risk,5
1,38.45,51,18019,3,2,1,321,Lost,0
1,668.11,35,18022,3,2,3,323,Promising,0
2,389.78,152,18024,2,3,2,232,At Risk,5
1,115.31,98,18027,2,2,1,221,About to Sleep,5
2,230.65,3,18030,5,3,1,531,Loyal Customers,0
1,73.5,333,18032,1,2,1,121,About to Sleep,1
1,97.97,64,18033,3,2,1,321,Lost,0
2,422.88,21,18034,4,3,2,432,Loyal Customers,0
3,730.4,35,18035,3,4,3,343,Loyal Customers,0
3,405.62,31,18036,4,4,2,442,Loyal Customers,0
6,70.02,153,18037,2,5,1,251,At Risk,5
2,357.2,18,18040,4,3,2,432,Loyal Customers,0
21,4183.39,11,18041,5,5,5,555,Champions,4
1,165.05,53,18042,3,2,1,321,Lost,0
3,559.51,24,18043,4,4,3,443,Loyal Customers,0
10,2088.6,3,18044,5,5,5,555,Champions,7
1,189.4,44,18045,3,2,1,321,Lost,0
2,172.29,202,18048,1,3,1,131,At Risk,5
1,74.4,358,18050,1,2,1,121,About to Sleep,1
1,300.02,70,18053,3,2,2,322,Lost,0
10,6784.19,6,18055,5,5,5,555,Champions,7
1,363.65,287,18056,1,2,2,122,About to Sleep,1
1,170.16,9,18058,5,2,1,521,Potential Loyalists,0
3,306.46,22,18059,4,4,2,442,Loyal Customers,0
10,2119.41,21,18061,4,5,5,455,Champions,7
3,720.52,172,18062,2,4,3,243,At Risk,5
2,814.0,132,18064,2,3,3,233,At Risk,5
14,2392.83,5,18065,5,5,5,555,Champions,7
1,318.0,74,18066,2,2,2,222,About to Sleep,0
1,396.33,39,18067,3,2,2,322,Lost,0
1,101.7,288,18068,1,2,1,121,About to Sleep,1
5,2036.67,25,18069,4,4,4,444,Champions,0
2,453.0,257,18071,1,3,2,132,At Risk,1
1,247.44,185,18072,1,2,1,121,About to Sleep,5
12,3877.52,113,18073,2,5,5,255,At Risk,7
1,489.6,373,18074,1,2,2,122,About to Sleep,1
10,2611.75,22,18075,4,5,5,455,Champions,7
11,2633.01,7,18077,5,5,5,555,Champions,7
2,336.13,216,18078,1,3,2,132,At Risk,5
4,3651.97,44,18079,3,4,5,345,Loyal Customers,0
2,1231.5,18,18080,4,3,4,434,Loyal Customers,0
3,343.45,35,18081,3,4,2,342,Loyal Customers,0
1,703.37,25,18082,4,2,3,423,Potential Loyalists,0
1,90.48,15,18084,4,2,1,421,Potential Loyalists,0
2,689.95,329,18085,1,3,3,133,At Risk,1
1,101.34,273,18086,1,2,1,121,About to Sleep,1
2,4055.72,97,18087,2,3,5,235,At Risk,0
1,167.67,60,18088,3,2,1,321,Lost,0
11,9068.26,1,18092,5,5,5,555,Champions,7
4,2106.52,92,18093,2,4,5,245,At Risk,0
7,3017.3,81,18094,2,5,5,255,At Risk,7
2,580.05,312,18095,1,3,3,133,At Risk,1
3,911.15,11,18096,5,4,3,543,Loyal Customers,0
6,2697.8,7,18097,5,5,5,555,Champions,7
1,168.31,126,18099,2,2,1,221,About to Sleep,5
2,223.65,10,18101,5,3,1,531,Loyal Customers,0
60,259657.3,0,18102,5,5,5,555,Champions,6
1,754.64,36,18104,3,2,3,323,Promising,0
1,113.48,37,18105,3,2,1,321,Lost,0
1,430.7,329,18106,1,2,2,122,About to Sleep,1
1,271.0,253,18108,1,2,2,122,About to Sleep,1
26,8052.97,1,18109,5,5,5,555,Champions,4
1,236.3,19,18110,4,2,1,421,Potential Loyalists,0
2,352.69,11,18112,5,3,2,532,Loyal Customers,0
1,76.32,368,18113,1,2,1,121,About to Sleep,1
1,220.1,289,18114,1,2,1,121,About to Sleep,1
8,1418.03,67,18116,3,5,4,354,Loyal Customers,7
1,320.72,25,18117,4,2,2,422,Potential Loyalists,0
26,5653.82,10,18118,5,5,5,555,Champions,4
1,181.12,367,18119,1,2,1,121,About to Sleep,1
1,111.15,213,18120,1,2,1,121,About to Sleep,5
2,673.1,148,18121,2,3,3,233,At Risk,5
6,1826.21,7,18122,5,5,4,554,Champions,0
2,589.44,23,18123,4,3,3,433,Loyal Customers,0
4,1142.99,29,18125,4,4,4,444,Champions,0
1,206.83,60,18126,3,2,1,321,Lost,0
3,348.73,18,18127,4,4,2,442,Loyal Customers,0
1,112.55,242,18129,1,2,1,121,About to Sleep,1
3,1059.39,14,18130,4,4,4,444,Champions,0
1,931.5,211,18133,1,2,3,123,About to Sleep,5
5,681.91,28,18135,4,4,3,443,Loyal Customers,0
3,784.33,62,18136,3,4,3,343,Loyal Customers,0
1,152.65,294,18138,1,2,1,121,About to Sleep,1
6,8438.34,17,18139,4,5,5,455,Champions,7
2,1019.52,156,18142,2,3,4,234,At Risk,5
2,1000.16,116,18143,2,3,4,234,At Risk,5
12,2888.75,7,18144,5,5,5,555,Champions,7
4,2861.55,12,18145,5,4,5,545,Champions,0
2,160.35,140,18146,2,3,1,231,At Risk,5
2,179.34,45,18147,3,3,1,331,Loyal Customers,0
3,612.08,50,18149,3,4,3,343,Loyal Customers,0
3,566.58,31,18150,4,4,3,443,Loyal Customers,0
2,653.35,134,18151,2,3,3,233,At Risk,5
2,399.19,2,18154,5,3,2,532,Loyal Customers,0
3,371.62,74,18155,2,4,2,242,At Risk,0
2,734.94,12,18156,5,3,3,533,Loyal Customers,0
2,453.4,8,18158,5,3,2,532,Loyal Customers,0
1,530.15,300,18159,1,2,3,123,About to Sleep,1
2,638.06,56,18160,3,3,3,333,Loyal Customers,0
5,1618.69,14,18161,4,4,4,444,Champions,0
1,399.65,36,18164,3,2,2,322,Lost,0
1,302.46,176,18165,2,2,2,222,About to Sleep,5
3,1384.86,22,18167,4,4,4,444,Champions,0
6,1169.94,175,18168,2,5,4,254,At Risk,5
1,202.65,60,18169,3,2,1,321,Lost,0
3,980.31,32,18170,3,4,4,344,Loyal Customers,0
5,1231.31,58,18171,3,4,4,344,Loyal Customers,0
20,7561.68,14,18172,4,5,5,455,Champions,4
4,2106.84,86,18173,2,4,5,245,At Risk,0
1,104.0,6,18174,5,2,1,521,Potential Loyalists,0
1,476.35,357,18176,1,2,2,122,About to Sleep,1
6,1341.42,30,18177,4,5,4,454,Champions,0
4,1590.81,128,18178,2,4,4,244,At Risk,5
6,1793.17,8,18179,5,5,4,554,Champions,0
6,1843.75,4,18180,5,5,4,554,Champions,0
1,382.8,23,18181,4,2,2,422,Potential Loyalists,0
2,632.07,226,18183,1,3,3,133,At Risk,5
1,49.8,14,18184,4,2,1,421,Potential Loyalists,0
1,304.25,248,18185,1,2,2,122,About to Sleep,1
3,2001.04,14,18188,4,4,4,444,Champions,0
2,1090.24,77,18189,2,3,4,234,At Risk,0
2,284.46,191,18190,1,3,2,132,At Risk,5
1,207.8,261,18191,1,2,1,121,About to Sleep,1
1,957.97,71,18192,2,2,4,224,About to Sleep,0
1,243.76,164,18193,2,2,1,221,About to Sleep,5
1,973.84,81,18194,2,2,4,224,About to Sleep,0
2,689.13,94,18196,2,3,3,233,At Risk,0
17,5425.56,3,18198,5,5,5,555,Champions,7
1,163.8,105,18200,2,2,1,221,About to Sleep,5
3,1396.99,199,18202,1,4,4,144,At Risk,5
1,160.42,156,18203,2,2,1,221,About to Sleep,5
3,1993.7,70,18204,3,4,4,344,Loyal Customers,0
2,517.36,35,18205,3,3,3,333,Loyal Customers,0
1,139.1,28,18209,4,2,1,421,Potential Loyalists,0
6,2621.38,1,18210,5,5,5,555,Champions,7
5,600.07,25,18211,4,4,3,443,Loyal Customers,0
